jsonl_line,task_id,api_group,api,generation_seed,ab_order,finish_reason,raw_token_count,generation_seconds,parseable,runnable,target_valid,oracle_bearing,error_labels,failure_cluster,exact_turn_delimiter,turn_delimiter_or_prefix,end_of_turn_count,start_of_turn_count,role_sequence,unclosed_markdown_fence,unclosed_quote,unclosed_bracket_depth,unclosed_brackets,unclosed_block_at_eof,compile_status,repeated_suffix_block_tokens,repeated_suffix_repetitions,ngram4_repeat_fraction,ngram4_max_count,ngram8_repeat_fraction,ngram8_max_count,output_chars,output_lines,prompt_echo_phrases,raw_output_sha256,ast_reason
175,trdgl_pytorch_120_v1|torch.prod|3407,reduction_and_statistics,torch.prod,3407,B2_then_B3,length,600,19.746,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.03440860215053765,2,0.008676789587852451,2,1959,53,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,89ddc3f06f6cf07348ad02180c5ff2ba5361ec99c73a6df8192d05cfd0159e50,"syntax: invalid syntax (<unknown>, line 17)"
176,trdgl_pytorch_120_v1|torch.prod|7711,reduction_and_statistics,torch.prod,7711,B3_then_B2,length,600,18.407,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,5,user>model>user>model>user,False,False,0,,False,invalid,0,1,0.5950413223140496,8,0.5145833333333334,8,1944,62,Generate a unit test,d9dca3e6dde8b2539eae01865ade18453f77378e2605bd27065f4e473e8a75db,"syntax: invalid syntax (<unknown>, line 17)"
177,trdgl_pytorch_120_v1|torch.quantile|3407,reduction_and_statistics,torch.quantile,3407,B2_then_B3,length,599,19.895,False,False,False,False,syntax,turn_delimiter_runaway_syntax,False,True,0,0,(none),False,False,1,(,False,invalid,0,1,0.6207792207792208,6,0.5590551181102362,3,1825,68,,4830605151ec599b6bfa5d85b6b5755f4c6458ad11e8f0c5c1c65a189db23fad,"syntax: invalid syntax (<unknown>, line 26)"
178,trdgl_pytorch_120_v1|torch.quantile|7711,reduction_and_statistics,torch.quantile,7711,B3_then_B2,length,600,18.65,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,2,user>model,False,False,0,,False,invalid,0,1,0.1513761467889908,4,0.06018518518518523,2,2002,50,,5f3adb14ae1857f9f1433f77231f5e27c2d660adf43f073256f26aa38eb2d760,"syntax: invalid syntax (<unknown>, line 27)"
179,trdgl_pytorch_120_v1|torch.randn|3407,tensor_creation,torch.randn,3407,B2_then_B3,length,600,19.874,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,True,0,,False,invalid,0,1,0.5527950310559007,8,0.49060542797494777,4,2161,66,Requirements:,a68614ca117a1a617562fc8d7e9dacd9d33ca6e4284adb4367924aef1cc71d4e,"syntax: unterminated string literal (detected at line 12) (<unknown>, line 12)"
180,trdgl_pytorch_120_v1|torch.randn|7711,tensor_creation,torch.randn,7711,B3_then_B2,length,600,18.531,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,True,0,,False,invalid,0,1,0.3179824561403509,4,0.22345132743362828,3,2092,61,Generate a unit test|Requirements:,43b183a31e4f8eb6075704e08142219cef0d982226ca271e8ab5f1ee1ba18db2,"syntax: unterminated string literal (detected at line 25) (<unknown>, line 25)"
181,trdgl_pytorch_120_v1|torch.repeat_interleave|3407,shape_and_composition,torch.repeat_interleave,3407,B2_then_B3,length,599,20.035,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,1,user,False,False,0,,False,invalid,0,1,0.29000000000000004,7,0.13131313131313127,4,1969,71,,a0f35e8c52320b26323744440cbf8feec2f61621efd6e1c8f8c648532e9e8bf3,"syntax: invalid syntax (<unknown>, line 47)"
182,trdgl_pytorch_120_v1|torch.repeat_interleave|7711,shape_and_composition,torch.repeat_interleave,7711,B3_then_B2,length,600,18.614,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>model,False,False,0,,False,invalid,0,1,0.3417085427135679,6,0.23857868020304573,2,2134,64,Generate rigorous PyTorch API tests,7b759883820a280dc7d9859d49778914029f846f4ae004091f99caeddeeba7d8,"syntax: invalid syntax (<unknown>, line 27)"
183,trdgl_pytorch_120_v1|torch.reshape|3407,shape_and_composition,torch.reshape,3407,B2_then_B3,length,599,18.734,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,1,(,False,invalid,24,7,0.681640625,17,0.6614173228346456,16,2029,21,Target API:|Documentation snapshot:,76ed771608c1d3935c4e5db01a709bf4d0826bdd25e83331d5fb12551ecc4e0f,"syntax: invalid syntax (<unknown>, line 16)"
184,trdgl_pytorch_120_v1|torch.reshape|7711,shape_and_composition,torch.reshape,7711,B3_then_B2,length,600,17.401,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.5292682926829269,6,0.48275862068965514,4,2160,66,Generate a unit test,96f4da1b6c325e606d90a44bcf68fc9cb6b1545cdf5c09640fae1740844b26e4,"syntax: invalid syntax (<unknown>, line 29)"
185,trdgl_pytorch_120_v1|torch.scatter_add|3407,indexing_gather_and_scatter,torch.scatter_add,3407,B2_then_B3,length,600,17.681,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.3081896551724138,6,0.23478260869565215,4,1968,52,Requirements:|Start with import torch,8b6b3ba614fde74d6897a9641820004855a22475bf49bc701b91b0ff45e2a5b7,"syntax: invalid decimal literal (<unknown>, line 31)"
186,trdgl_pytorch_120_v1|torch.scatter_add|7711,indexing_gather_and_scatter,torch.scatter_add,7711,B3_then_B2,length,600,17.153,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,1,(,False,invalid,4,73,0.5947467166979362,74,0.5406427221172023,72,1799,30,Target API:|Documentation snapshot:,5af00d87815372b161c793acb56207f0dbd9a8b3f41625f8e228c89f8e75ae74,"syntax: invalid syntax (<unknown>, line 25)"
187,trdgl_pytorch_120_v1|torch.scatter|3407,indexing_gather_and_scatter,torch.scatter,3407,B2_then_B3,length,600,17.388,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,0,,False,invalid,0,1,0.37054631828978624,7,0.2517985611510791,3,1981,65,,7b1267ff3844aa4ed11378fb6a1e1ee023e3c396c580206c4aabea451b116469,"syntax: invalid syntax (<unknown>, line 26)"
188,trdgl_pytorch_120_v1|torch.scatter|7711,indexing_gather_and_scatter,torch.scatter,7711,B3_then_B2,length,600,17.285,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.2751004016064257,7,0.19838056680161942,3,2139,60,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,8e30030859de7b04cae59e1b0e9bab60dbd115c530a615ce49f42d14aae13870,"syntax: invalid syntax (<unknown>, line 27)"
189,trdgl_pytorch_120_v1|torch.sparse.addmm|3407,sparse,torch.sparse.addmm,3407,B2_then_B3,length,600,17.705,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,0,(none),False,False,0,,True,invalid,0,1,0.606879606879607,8,0.5186104218362283,6,1633,56,,b2c4e340668a9dfffd95d7fe0fd63176b361a088dd14b7f2d09fdb36eb20c0bc,"syntax: invalid syntax (<unknown>, line 15)"
190,trdgl_pytorch_120_v1|torch.sparse.addmm|7711,sparse,torch.sparse.addmm,7711,B3_then_B2,length,600,17.484,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,1,(,False,invalid,0,1,0.5314861460957179,7,0.4631043256997456,4,1910,60,,fdfc63fc243f9e90484f25e0bf9f8567f3f03dfb05a5f4fe37286782cf587da8,"syntax: invalid syntax (<unknown>, line 15)"
191,trdgl_pytorch_120_v1|torch.sparse.log_softmax|3407,sparse,torch.sparse.log_softmax,3407,B2_then_B3,length,600,17.617,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.28057553956834536,6,0.21549636803874095,4,2096,56,Requirements:|Start with import torch,dcae8fb977b7d2fb95e37d7ce5b8db5e1748e7fbb306f06ab47c011de11550c2,"syntax: invalid syntax (<unknown>, line 25)"
192,trdgl_pytorch_120_v1|torch.sparse.log_softmax|7711,sparse,torch.sparse.log_softmax,7711,B3_then_B2,length,600,17.262,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,1,(,False,invalid,0,1,0.3557692307692307,5,0.28883495145631066,4,2146,63,Generate rigorous PyTorch API tests|Documentation snapshot:,37860650aa987f40a791ddf2f88339ef905637b13bca6cf84dfcb6b7e10a785a,"syntax: invalid syntax (<unknown>, line 22)"
193,trdgl_pytorch_120_v1|torch.sparse.mm|3407,sparse,torch.sparse.mm,3407,B2_then_B3,length,600,18.97,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5587529976019185,10,0.5084745762711864,3,1960,58,Generate a unit test,5a536d783fa948df9f017b930363f2c9ee82090a0ad3f4846cd697f442ca9e4d,"syntax: invalid syntax (<unknown>, line 16)"
194,trdgl_pytorch_120_v1|torch.sparse.mm|7711,sparse,torch.sparse.mm,7711,B3_then_B2,length,600,18.46,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.536231884057971,6,0.46585365853658534,4,2073,63,Generate a unit test,7b3f9769ec8a1c2c1140d08c1184148b62a3d2f7d8272e093b901707ae925086,"syntax: invalid syntax (<unknown>, line 21)"
195,trdgl_pytorch_120_v1|torch.sparse.sampled_addmm|3407,sparse,torch.sparse.sampled_addmm,3407,B2_then_B3,length,600,18.987,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.4119170984455959,6,0.33246073298429324,3,1945,60,Generate a unit test,15a5d7ea01f35ffc2423e024540e047371db28f53e9d37b6a6a43aa34d64a10f,"syntax: invalid syntax (<unknown>, line 37)"
196,trdgl_pytorch_120_v1|torch.sparse.sampled_addmm|7711,sparse,torch.sparse.sampled_addmm,7711,B3_then_B2,length,600,18.655,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,2,user>model,False,False,0,,False,invalid,0,1,0.45360824742268047,6,0.38802083333333337,3,1914,56,Generate a unit test,c7b13cbf973b2063236b7a2d132217fab8c9112f21b497dffe3a8ac5f589251a,"syntax: invalid syntax (<unknown>, line 32)"
197,trdgl_pytorch_120_v1|torch.sparse.softmax|3407,sparse,torch.sparse.softmax,3407,B2_then_B3,length,600,17.631,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.34403669724770647,7,0.2314814814814815,4,2163,54,Generate a unit test|Requirements:,3711f8e8e7da20898ead860c8deef46fd88ed3216b711bd60408ad0b013f38eb,"syntax: invalid syntax (<unknown>, line 24)"
198,trdgl_pytorch_120_v1|torch.sparse.softmax|7711,sparse,torch.sparse.softmax,7711,B3_then_B2,length,600,17.439,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.6416040100250626,8,0.6151898734177215,3,2011,62,,5703749fcef02ca1ceea492aeb687c9b0440938f88e55534540fa28304da60cb,"syntax: invalid syntax (<unknown>, line 19)"
199,trdgl_pytorch_120_v1|torch.sparse.spdiags|3407,sparse,torch.sparse.spdiags,3407,B2_then_B3,length,600,19.357,False,False,False,False,syntax,marker_free_truncated_code,False,False,0,0,(none),False,False,1,(,False,incomplete,0,1,0.2505543237250555,3,0.19463087248322153,3,2156,52,,111af593b62858b6d5cb39c50955c65e05e0c8d24aed4db27d8d0e5be02a8d34,"syntax: '(' was never closed (<unknown>, line 52)"
200,trdgl_pytorch_120_v1|torch.sparse.spdiags|7711,sparse,torch.sparse.spdiags,7711,B3_then_B2,length,600,18.955,False,False,False,False,syntax,marker_free_truncated_code,False,False,0,0,(none),False,False,1,(,False,incomplete,0,1,0.4394618834080718,5,0.39140271493212675,4,2161,53,,05f75fb984877cb08a094ad063a8e452630691303bc5b302a3c49c4cae8524bd,"syntax: '(' was never closed (<unknown>, line 53)"
201,trdgl_pytorch_120_v1|torch.sparse.sum|3407,sparse,torch.sparse.sum,3407,B2_then_B3,length,600,19.067,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,3,user>user,False,False,0,,False,invalid,0,1,0.6376811594202898,8,0.5878048780487806,3,2093,68,,2ae8299d3aef2e4581ac6b41b0534b3c08eaac875345b8796fa7ebd4ed6ba274,"syntax: invalid syntax (<unknown>, line 21)"
202,trdgl_pytorch_120_v1|torch.sparse.sum|7711,sparse,torch.sparse.sum,7711,B3_then_B2,length,600,18.678,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,3,([[,False,invalid,0,1,0.1319587628865979,5,0.016632016632016633,2,2024,49,Target API:|Documentation snapshot:,76e41f9261898789a2944ec357daeed170f7ef60cfa088075bbee4b785d6deed,"syntax: invalid syntax (<unknown>, line 24)"
203,trdgl_pytorch_120_v1|torch.sparse_bsc_tensor|3407,sparse,torch.sparse_bsc_tensor,3407,B2_then_B3,length,600,18.674,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,2,user>user,False,False,0,,False,invalid,0,1,0.26633165829145733,4,0.14720812182741116,4,2007,48,Generate a unit test,7a3bcce5d53deec822d02c5dd8b7eee91216b26960f3de8b1dc5cc5217e53903,"syntax: invalid syntax (<unknown>, line 23)"
204,trdgl_pytorch_120_v1|torch.sparse_bsc_tensor|7711,sparse,torch.sparse_bsc_tensor,7711,B3_then_B2,length,599,18.404,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.27505827505827507,6,0.1505882352941177,2,2090,47,,c0644d092457b692795e03c0612d4b25a034ddbbb6a44a65bb5d2eff8dbba3c3,"syntax: invalid syntax (<unknown>, line 23)"
205,trdgl_pytorch_120_v1|torch.sparse_bsr_tensor|3407,sparse,torch.sparse_bsr_tensor,3407,B2_then_B3,length,600,18.666,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.42729970326409494,8,0.3783783783783784,4,1925,54,Generate a unit test,7562dd83699e51179b2b0480f6418817246afae2fd159b3c9b34d1a59b5aa5ea,"syntax: invalid syntax (<unknown>, line 29)"
206,trdgl_pytorch_120_v1|torch.sparse_bsr_tensor|7711,sparse,torch.sparse_bsr_tensor,7711,B3_then_B2,length,600,18.463,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,2,user>model,False,False,2,[[,False,invalid,0,1,0.2632911392405063,8,0.1892583120204604,3,1800,52,Generate a unit test,a3c7dbdb87cdcd2d491213b173db5bef9b5ac687dfbecc22679344e32a66d1cd,"syntax: invalid syntax (<unknown>, line 30)"
207,trdgl_pytorch_120_v1|torch.sparse_coo_tensor|3407,sparse,torch.sparse_coo_tensor,3407,B2_then_B3,length,600,18.57,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.4416475972540046,6,0.3325635103926097,5,2036,63,Generate a unit test,17dd2bd3e80e6e69146513ccc0772ff64382275dcca9b744cdd1894a2b462406,"syntax: invalid syntax (<unknown>, line 23)"
208,trdgl_pytorch_120_v1|torch.sparse_coo_tensor|7711,sparse,torch.sparse_coo_tensor,7711,B3_then_B2,length,600,18.321,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.6027713625866051,6,0.5664335664335665,4,2234,52,,6c3341fb459dca14a390123e5b28a1730c73b7fce343279965ba2a1e8c217731,"syntax: invalid syntax (<unknown>, line 20)"
209,trdgl_pytorch_120_v1|torch.sparse_csc_tensor|3407,sparse,torch.sparse_csc_tensor,3407,B2_then_B3,length,600,18.646,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.39572192513368987,7,0.245945945945946,3,2034,53,Generate a unit test,3623a333fa6e43f12461d2a1d426e113095bcb4e16eab3e7a2cff8a554c9ebbe,"syntax: invalid syntax (<unknown>, line 22)"
210,trdgl_pytorch_120_v1|torch.sparse_csc_tensor|7711,sparse,torch.sparse_csc_tensor,7711,B3_then_B2,length,600,18.325,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.5127551020408163,9,0.43556701030927836,3,2013,48,Generate a unit test,194d79d9ac299c4c30b0bcaf1e2d414faf04d63668fb9cb7f8ea3d719d624b47,"syntax: invalid syntax (<unknown>, line 19)"
211,trdgl_pytorch_120_v1|torch.sparse_csr_tensor|3407,sparse,torch.sparse_csr_tensor,3407,B2_then_B3,length,600,18.674,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,True,0,,False,invalid,0,1,0.3561643835616438,6,0.28110599078341014,4,1946,42,,6a49473cdb74decaba8acceecb686363ecc2de4873d082d7e81997616a7a1590,"syntax: unterminated string literal (detected at line 31) (<unknown>, line 31)"
212,trdgl_pytorch_120_v1|torch.sparse_csr_tensor|7711,sparse,torch.sparse_csr_tensor,7711,B3_then_B2,length,600,18.29,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.30339805825242716,6,0.18627450980392157,4,1936,56,Generate a unit test,5fabcef3a1fafa756e0cba6cc81d29b8070d51d82752114b014fba1da1472888,"syntax: invalid syntax (<unknown>, line 28)"
213,trdgl_pytorch_120_v1|torch.split|3407,shape_and_composition,torch.split,3407,B2_then_B3,length,600,19.341,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,True,1,(,False,invalid,0,1,0.19148936170212771,5,0.07398568019093077,2,2114,61,Generate a unit test|Requirements:,2820921806e418b4d7767bc2ff80b37f0e3956e76722c35a25f3c86163a3602a,"syntax: unterminated string literal (detected at line 61) (<unknown>, line 61)"
214,trdgl_pytorch_120_v1|torch.split|7711,shape_and_composition,torch.split,7711,B3_then_B2,length,600,17.895,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,1,(,False,invalid,0,1,0.23866348448687347,5,0.10602409638554222,2,1904,52,Generate a unit test,d5108e211a1467697fed018138f6cf2f1bee4b9167241eae9b006d069bd1145b,"syntax: '(' was never closed (<unknown>, line 36)"
215,trdgl_pytorch_120_v1|torch.squeeze|3407,shape_and_composition,torch.squeeze,3407,B2_then_B3,length,600,19.788,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.3832199546485261,5,0.2814645308924485,5,2128,48,Generate a unit test|Requirements:,1f9f7fa8042ee4039cfd1b38fdb4c5877031e1de7ff24c7b3ec41c47c14fcbe2,"syntax: invalid syntax (<unknown>, line 21)"
216,trdgl_pytorch_120_v1|torch.squeeze|7711,shape_and_composition,torch.squeeze,7711,B3_then_B2,length,600,18.144,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.2972292191435768,3,0.24173027989821882,3,2040,62,,43db841997bb0ad861bb6200b6e997d2e2c2bfd7826227c868bfbbaa94b9b0eb,"syntax: invalid syntax (<unknown>, line 21)"
217,trdgl_pytorch_120_v1|torch.stack|3407,shape_and_composition,torch.stack,3407,B2_then_B3,length,600,20.194,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.23333333333333328,4,0.12331838565022424,3,2191,56,Generate a unit test,3cb450af89099be25d0b45df584c6cf6a6dbd8fa07348b4f2657d1ce48edc183,"syntax: invalid syntax (<unknown>, line 28)"
218,trdgl_pytorch_120_v1|torch.stack|7711,shape_and_composition,torch.stack,7711,B3_then_B2,length,599,18.694,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.3080260303687635,5,0.225382932166302,5,2057,54,Generate a unit test,42d7287cd1b16cfa004ae3ee20d83e070db3c8b63f1e99303512092c48813745,"syntax: invalid syntax (<unknown>, line 31)"
219,trdgl_pytorch_120_v1|torch.std|3407,reduction_and_statistics,torch.std,3407,B2_then_B3,length,600,19.947,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.05927342256214152,4,0.011560693641618491,2,2125,57,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,ac7a83d2bd30c5cbdad2d850d991b8370d4655f7ca250eae3191b44882d88825,"syntax: invalid syntax (<unknown>, line 20)"
220,trdgl_pytorch_120_v1|torch.std|7711,reduction_and_statistics,torch.std,7711,B3_then_B2,length,600,18.561,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.15502183406113534,3,0.07929515418502198,2,2106,59,Create a tiny deterministic CPU test|Requirements:|Target API:|Documentation snapshot:|Start with import torch,fc1caa8a45cdb86ecdefe6248878f5a2dc78844be37649f4c05921f709ceb6d1,"syntax: invalid syntax (<unknown>, line 20)"
221,trdgl_pytorch_120_v1|torch.sum|3407,reduction_and_statistics,torch.sum,3407,B2_then_B3,length,600,20.199,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,6,6,user>model>user>model>user>model,False,False,1,(,False,invalid,0,1,0.5747126436781609,6,0.419953596287703,4,1980,70,,599d3197680188873727fa065ee1421dc687516d799c487ebc2a09054417a508,"syntax: invalid syntax (<unknown>, line 19)"
222,trdgl_pytorch_120_v1|torch.sum|7711,reduction_and_statistics,torch.sum,7711,B3_then_B2,length,600,18.662,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,4,4,user>model>user>model,False,False,0,,False,invalid,0,1,0.5299539170506913,6,0.4534883720930233,5,2198,70,Generate rigorous PyTorch API tests|Output exactly one,6ab31381ef9ec714f58286c8d4fc0f70451583d96fa6bb9117e05b8244d99266,"syntax: invalid syntax (<unknown>, line 20)"
223,trdgl_pytorch_120_v1|torch.take_along_dim|3407,indexing_gather_and_scatter,torch.take_along_dim,3407,B2_then_B3,length,600,18.275,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,3,([[,False,invalid,0,1,0.21507760532150777,5,0.12751677852348997,3,2039,57,Generate a unit test,84dbb9914ed9926267118701f73f0e1919337c6435838f39da017bba48928d18,"syntax: invalid syntax (<unknown>, line 36)"
224,trdgl_pytorch_120_v1|torch.take_along_dim|7711,indexing_gather_and_scatter,torch.take_along_dim,7711,B3_then_B2,length,600,17.766,True,True,True,False,no_oracle,turn_delimiter_runaway_parseable,True,True,1,1,user,True,False,0,,False,complete,0,1,0.5206971677559913,6,0.4527472527472527,4,2061,80,Generate a unit test,06a387a534cb4b4fca7e2e549483e290387e1f2b1fa57a1e2fbe658dbcbe13a5,
225,trdgl_pytorch_120_v1|torch.take|3407,indexing_gather_and_scatter,torch.take,3407,B2_then_B3,length,600,17.479,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.36458333333333337,6,0.2941176470588235,4,2259,54,Generate rigorous PyTorch API tests|Requirements:|Start with import torch,106eef0ce05a01b130728bcf1ba0bd1afab34a4e9cc40d030ddd93094eadbd00,"syntax: invalid syntax (<unknown>, line 21)"
226,trdgl_pytorch_120_v1|torch.take|7711,indexing_gather_and_scatter,torch.take,7711,B3_then_B2,length,600,17.505,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,3,3,user>model>user,False,False,0,,False,invalid,0,1,0.3755186721991701,6,0.2907949790794979,2,2195,61,Generate rigorous PyTorch API tests|Requirements:|Start with import torch,9b959349c6b7e509ab43c11345be3d68013fedd08f8333dd84506b398c3a98b0,"syntax: invalid syntax (<unknown>, line 23)"
227,trdgl_pytorch_120_v1|torch.tensor|3407,tensor_creation,torch.tensor,3407,B2_then_B3,length,602,18.681,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,3,([[,False,invalid,0,1,0.18509615384615385,4,0.09951456310679607,2,1813,39,Target API:|Documentation snapshot:,d914034c4b137156965329ba376c83fc19456316af1604fa1df260af1ec1af2a,"syntax: invalid syntax (<unknown>, line 12)"
228,trdgl_pytorch_120_v1|torch.tensor|7711,tensor_creation,torch.tensor,7711,B3_then_B2,length,600,18.332,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.08739837398373984,3,0.018442622950819665,3,2282,55,Requirements:|Target API:|Documentation snapshot:|Start with import torch,460009b3c5d6d414f67ee27ebda6f66d0116afbc0b8b1a4b9a6f1a22098ccd9f,"syntax: invalid syntax (<unknown>, line 17)"
229,trdgl_pytorch_120_v1|torch.tile|3407,shape_and_composition,torch.tile,3407,B2_then_B3,length,600,19.438,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,False,0,,False,invalid,0,1,0.16150442477876104,3,0.0870535714285714,2,2139,57,Generate a unit test,d40e1755be5ddb9c6429b736c2a2f157855974ed17e97252c8ab88e21c30f1f8,"syntax: invalid syntax (<unknown>, line 27)"
230,trdgl_pytorch_120_v1|torch.tile|7711,shape_and_composition,torch.tile,7711,B3_then_B2,length,599,17.93,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,1,1,user,False,False,0,,False,invalid,0,1,0.307843137254902,19,0.1403162055335968,4,2057,45,Generate rigorous PyTorch API tests|Documentation snapshot:,b1ac327bed87d39d5512bd5e1bf66f654c036c3761cb360c6ce7396300ee9e1c,"syntax: invalid syntax (<unknown>, line 27)"
231,trdgl_pytorch_120_v1|torch.transpose|3407,shape_and_composition,torch.transpose,3407,B2_then_B3,length,600,19.509,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,2,2,user>model,False,True,0,,False,invalid,0,1,0.39746835443037976,4,0.28388746803069054,2,2069,44,Generate rigorous PyTorch API tests|Output exactly one,34a7bd218a9b8a53aed4226355b5dc693d07f377d3464e21193ba540075fb2c5,"syntax: unterminated string literal (detected at line 44) (<unknown>, line 44)"
232,trdgl_pytorch_120_v1|torch.transpose|7711,shape_and_composition,torch.transpose,7711,B3_then_B2,length,600,18.17,False,False,False,False,syntax,marker_free_truncated_code,False,False,0,0,(none),False,False,1,[,False,incomplete,0,1,0.336864406779661,5,0.25427350427350426,2,2121,50,,50326934ea6b7314262d56eb494f50041215035009f80727adfdc649ae523855,"syntax: '[' was never closed (<unknown>, line 50)"
233,trdgl_pytorch_120_v1|torch.unsqueeze|3407,shape_and_composition,torch.unsqueeze,3407,B2_then_B3,length,600,18.821,False,False,False,False,syntax,turn_delimiter_runaway_syntax,True,True,5,2,user>user,False,False,0,,False,invalid,0,1,0.3685503685503686,4,0.23573200992555832,3,2042,53,Generate a unit test,200686dd1a1957e0a8f175ea6f7f4068aeb5e4afe9444362ae150d53c2c6e7ad,"syntax: invalid syntax (<unknown>, line 20)"
